OrderID,OrderDate,ShipDate,CustomerID,ProductID,RegionID,SalesChannel,PaymentMethod,Quantity,UnitPrice,Discount,TotalSales,TotalCost,TotalProfit
ORD-2024-02381,2024-09-29,2024-10-02,CUST-0024,PRD-010,R106,Online,PayPal,2,799,0,1598,840,758
ORD-2024-02576,2024-09-29,2024-10-04,CUST-0168,PRD-014,R102,Online,PayPal,2,22,0.05,41.8,16,25.8
ORD-2024-00023,2024-09-30,2024-10-01,CUST-0122,PRD-013,R104,Distributor,PayPal,3,28,0.15,71.4,42,29.4
ORD-2024-01046,2024-09-30,2024-10-02,CUST-0230,PRD-005,R106,In-Store,Cash,4,39,0.05,148.2,60,88.2
ORD-2024-01054,2024-09-30,2024-10-03,CUST-0157,PRD-008,R105,In-Store,Bank Transfer,3,49,0.1,132.3,54,78.3
ORD-2024-02285,2024-09-30,2024-10-01,CUST-0130,PRD-017,R101,In-Store,Cash,4,139,0.05,528.2,260,268.2
ORD-2024-03236,2024-09-30,2024-10-02,CUST-0051,PRD-002,R106,In-Store,Credit Card,1,1699,0,1699,1100,599
ORD-2024-00651,2024-10-01,2024-10-05,CUST-0199,PRD-015,R103,Distributor,Cash,2,15,0.05,28.5,10,18.5
ORD-2024-03149,2024-10-01,2024-10-03,CUST-0145,PRD-004,R108,In-Store,Credit Card,5,2199,0,10995,7000,3995
ORD-2024-00027,2024-10-02,2024-10-04,CUST-0143,PRD-011,R107,Distributor,Credit Card,3,499,0.1,1347.3,780,567.3
ORD-2024-00272,2024-10-02,2024-10-03,CUST-0108,PRD-006,R102,Distributor,Cash,5,89,0.05,422.75,175,247.75
ORD-2024-00453,2024-10-02,2024-10-04,CUST-0178,PRD-014,R108,Distributor,Cash,5,22,0.05,104.5,40,64.5
ORD-2024-00841,2024-10-02,2024-10-07,CUST-0043,PRD-022,R106,Distributor,Cash,1,450,0.05,427.5,210,217.5
ORD-2024-01163,2024-10-03,2024-10-08,CUST-0078,PRD-011,R107,In-Store,Bank Transfer,1,499,0.05,474.05,260,214.05
ORD-2024-02721,2024-10-03,2024-10-08,CUST-0089,PRD-011,R101,Distributor,PayPal,1,499,0.15,424.15,260,164.15
ORD-2024-03356,2024-10-03,2024-10-06,CUST-0191,PRD-008,R102,Distributor,Bank Transfer,1,49,0,49,18,31
ORD-2024-00432,2024-10-04,2024-10-09,CUST-0164,PRD-016,R105,Distributor,Bank Transfer,4,24,0.1,86.4,36,50.4
ORD-2024-01379,2024-10-04,2024-10-08,CUST-0054,PRD-028,R108,In-Store,Cash,5,135,0.15,573.75,300,273.75
ORD-2024-00178,2024-10-05,2024-10-10,CUST-0166,PRD-002,R103,In-Store,Credit Card,5,1699,0.05,8070.25,5500,2570.25
ORD-2024-01125,2024-10-05,2024-10-07,CUST-0078,PRD-021,R102,Distributor,Bank Transfer,2,289,0.15,491.3,240,251.3
ORD-2024-01853,2024-10-05,2024-10-07,CUST-0220,PRD-022,R101,Distributor,PayPal,6,450,0.05,2565,1260,1305
ORD-2024-03330,2024-10-05,2024-10-09,CUST-0096,PRD-014,R101,Distributor,PayPal,2,22,0.2,35.2,16,19.2
ORD-2024-02293,2024-10-06,2024-10-10,CUST-0161,PRD-017,R105,Online,Cash,4,139,0,556,260,296
ORD-2024-02414,2024-10-06,2024-10-08,CUST-0180,PRD-003,R105,Online,PayPal,1,749,0,749,480,269
ORD-2024-02796,2024-10-06,2024-10-07,CUST-0107,PRD-019,R107,In-Store,PayPal,3,175,0,525,225,300
ORD-2024-02820,2024-10-06,2024-10-09,CUST-0192,PRD-005,R104,Online,Cash,3,39,0.05,111.15,45,66.15
ORD-2024-02922,2024-10-06,2024-10-11,CUST-0153,PRD-004,R107,Distributor,PayPal,3,2199,0.2,5277.6,4200,1077.6
ORD-2024-03109,2024-10-06,2024-10-07,CUST-0112,PRD-025,R104,Online,Bank Transfer,1,620,0.15,527,290,237
ORD-2024-03492,2024-10-06,2024-10-08,CUST-0222,PRD-010,R107,Distributor,Cash,6,799,0,4794,2520,2274
ORD-2024-00050,2024-10-07,2024-10-10,CUST-0005,PRD-027,R101,In-Store,Credit Card,3,260,0,780,345,435
ORD-2024-00708,2024-10-07,2024-10-12,CUST-0221,PRD-015,R104,Online,PayPal,3,15,0.05,42.75,15,27.75
ORD-2024-01644,2024-10-07,2024-10-10,CUST-0187,PRD-026,R105,Distributor,Credit Card,6,210,0.05,1197,570,627
ORD-2024-02730,2024-10-07,2024-10-11,CUST-0127,PRD-028,R108,Distributor,PayPal,6,135,0.05,769.5,360,409.5
ORD-2024-03263,2024-10-07,2024-10-11,CUST-0128,PRD-001,R107,In-Store,PayPal,3,999,0.05,2847.15,1950,897.15
ORD-2024-01651,2024-10-08,2024-10-09,CUST-0020,PRD-004,R108,In-Store,Bank Transfer,4,2199,0.2,7036.8,5600,1436.8
ORD-2024-01984,2024-10-08,2024-10-12,CUST-0055,PRD-014,R104,Online,PayPal,6,22,0.05,125.4,48,77.4
ORD-2024-02296,2024-10-08,2024-10-09,CUST-0130,PRD-021,R106,Distributor,Bank Transfer,4,289,0.15,982.6,480,502.6
ORD-2024-02770,2024-10-08,2024-10-12,CUST-0087,PRD-007,R103,Online,Bank Transfer,4,129,0,516,220,296
ORD-2024-00503,2024-10-09,2024-10-12,CUST-0121,PRD-002,R107,Distributor,Credit Card,3,1699,0.05,4842.15,3300,1542.15
ORD-2024-00744,2024-10-09,2024-10-10,CUST-0071,PRD-008,R106,Online,PayPal,3,49,0,147,54,93
ORD-2024-01059,2024-10-09,2024-10-10,CUST-0148,PRD-009,R108,Distributor,Cash,4,329,0.2,1052.8,720,332.8
ORD-2024-00532,2024-10-10,2024-10-14,CUST-0179,PRD-015,R104,In-Store,PayPal,2,15,0,30,10,20
ORD-2024-01223,2024-10-10,2024-10-11,CUST-0248,PRD-027,R102,Online,PayPal,6,260,0.2,1248,690,558
ORD-2024-01393,2024-10-10,2024-10-15,CUST-0174,PRD-021,R106,In-Store,Bank Transfer,4,289,0.1,1040.4,480,560.4
ORD-2024-02859,2024-10-10,2024-10-12,CUST-0027,PRD-015,R103,Distributor,Cash,5,15,0.15,63.75,25,38.75
ORD-2024-02165,2024-10-11,2024-10-15,CUST-0190,PRD-009,R101,Distributor,Bank Transfer,6,329,0.05,1875.3,1080,795.3
ORD-2024-02619,2024-10-13,2024-10-14,CUST-0070,PRD-017,R108,Online,Credit Card,3,139,0.05,396.15,195,201.15
ORD-2024-02889,2024-10-13,2024-10-16,CUST-0206,PRD-003,R101,Distributor,Credit Card,1,749,0.2,599.2,480,119.2
ORD-2024-03031,2024-10-13,2024-10-17,CUST-0075,PRD-007,R102,In-Store,PayPal,4,129,0.15,438.6,220,218.6
ORD-2024-03459,2024-10-13,2024-10-18,CUST-0188,PRD-025,R107,In-Store,PayPal,3,620,0,1860,870,990
ORD-2024-01383,2024-10-14,2024-10-19,CUST-0117,PRD-016,R108,In-Store,Cash,3,24,0,72,27,45
ORD-2024-01807,2024-10-14,2024-10-19,CUST-0065,PRD-011,R101,Distributor,Credit Card,4,499,0.05,1896.2,1040,856.2
ORD-2024-01181,2024-10-15,2024-10-20,CUST-0238,PRD-005,R105,In-Store,Bank Transfer,6,39,0.05,222.3,90,132.3
ORD-2024-02500,2024-10-15,2024-10-20,CUST-0044,PRD-019,R108,Online,PayPal,4,175,0,700,300,400
ORD-2024-02858,2024-10-15,2024-10-19,CUST-0035,PRD-014,R103,Distributor,Bank Transfer,1,22,0.2,17.6,8,9.6
ORD-2024-01606,2024-10-16,2024-10-17,CUST-0168,PRD-028,R107,Online,Bank Transfer,3,135,0,405,180,225
ORD-2024-02341,2024-10-16,2024-10-19,CUST-0156,PRD-004,R106,In-Store,Cash,4,2199,0.1,7916.4,5600,2316.4
ORD-2024-02740,2024-10-16,2024-10-21,CUST-0227,PRD-001,R105,Distributor,PayPal,6,999,0,5994,3900,2094
ORD-2024-00120,2024-10-17,2024-10-18,CUST-0212,PRD-014,R104,Online,Bank Transfer,6,22,0.05,125.4,48,77.4
ORD-2024-00805,2024-10-17,2024-10-22,CUST-0016,PRD-004,R107,Online,PayPal,2,2199,0.05,4178.1,2800,1378.1
ORD-2024-02262,2024-10-17,2024-10-19,CUST-0247,PRD-001,R106,In-Store,Credit Card,3,999,0.05,2847.15,1950,897.15
ORD-2024-03020,2024-10-17,2024-10-21,CUST-0224,PRD-006,R101,Online,Cash,2,89,0.15,151.3,70,81.3
ORD-2024-01274,2024-10-19,2024-10-24,CUST-0207,PRD-026,R102,Distributor,Credit Card,5,210,0.15,892.5,475,417.5
ORD-2024-02304,2024-10-19,2024-10-22,CUST-0126,PRD-018,R107,Distributor,Cash,5,85,0.05,403.75,200,203.75
ORD-2024-02520,2024-10-19,2024-10-22,CUST-0219,PRD-015,R105,In-Store,Bank Transfer,4,15,0,60,20,40
ORD-2024-03499,2024-10-19,2024-10-22,CUST-0197,PRD-002,R106,Distributor,Credit Card,4,1699,0,6796,4400,2396
ORD-2024-00476,2024-10-20,2024-10-25,CUST-0218,PRD-011,R105,In-Store,Cash,2,499,0.2,798.4,520,278.4
ORD-2024-00870,2024-10-20,2024-10-21,CUST-0206,PRD-005,R105,Online,Bank Transfer,4,39,0.05,148.2,60,88.2
ORD-2024-01551,2024-10-20,2024-10-23,CUST-0197,PRD-012,R107,Online,Bank Transfer,4,199,0.05,756.2,360,396.2
ORD-2024-01849,2024-10-20,2024-10-22,CUST-0145,PRD-013,R105,Online,PayPal,1,28,0.2,22.4,14,8.4
ORD-2024-03398,2024-10-20,2024-10-23,CUST-0003,PRD-007,R104,Online,PayPal,3,129,0.1,348.3,165,183.3
ORD-2024-00550,2024-10-21,2024-10-24,CUST-0066,PRD-028,R104,Online,Credit Card,2,135,0.05,256.5,120,136.5
ORD-2024-00641,2024-10-21,2024-10-24,CUST-0036,PRD-027,R105,Online,Cash,1,260,0,260,115,145
ORD-2024-03152,2024-10-21,2024-10-24,CUST-0196,PRD-013,R103,In-Store,Cash,3,28,0,84,42,42
ORD-2024-01210,2024-10-22,2024-10-25,CUST-0041,PRD-028,R103,Online,PayPal,2,135,0,270,120,150
ORD-2024-01616,2024-10-22,2024-10-23,CUST-0059,PRD-007,R104,Online,Cash,5,129,0.1,580.5,275,305.5
ORD-2024-01956,2024-10-22,2024-10-25,CUST-0206,PRD-011,R101,Online,Credit Card,4,499,0.2,1596.8,1040,556.8
ORD-2024-02467,2024-10-22,2024-10-24,CUST-0059,PRD-002,R108,In-Store,Cash,6,1699,0,10194,6600,3594
ORD-2024-01389,2024-10-23,2024-10-26,CUST-0202,PRD-017,R103,Distributor,Cash,5,139,0,695,325,370
ORD-2024-03249,2024-10-23,2024-10-28,CUST-0114,PRD-005,R105,Distributor,Credit Card,5,39,0.15,165.75,75,90.75
ORD-2024-00290,2024-10-24,2024-10-27,CUST-0158,PRD-024,R103,Online,PayPal,6,549,0.1,2964.6,1440,1524.6
ORD-2024-00569,2024-10-24,2024-10-28,CUST-0042,PRD-005,R102,Distributor,PayPal,3,39,0,117,45,72
ORD-2024-01065,2024-10-24,2024-10-26,CUST-0031,PRD-005,R106,Distributor,Cash,5,39,0.2,156,75,81
ORD-2024-01111,2024-10-24,2024-10-28,CUST-0069,PRD-019,R103,Online,PayPal,3,175,0.15,446.25,225,221.25
ORD-2024-01593,2024-10-24,2024-10-27,CUST-0069,PRD-010,R108,In-Store,PayPal,1,799,0,799,420,379
ORD-2024-02076,2024-10-24,2024-10-26,CUST-0127,PRD-011,R107,In-Store,Credit Card,5,499,0.15,2120.75,1300,820.75
ORD-2024-00204,2024-10-25,2024-10-28,CUST-0245,PRD-005,R101,Distributor,Credit Card,5,39,0.05,185.25,75,110.25
ORD-2024-00228,2024-10-25,2024-10-27,CUST-0215,PRD-012,R106,Online,PayPal,2,199,0.05,378.1,180,198.1
ORD-2024-00791,2024-10-25,2024-10-26,CUST-0219,PRD-001,R101,Distributor,Bank Transfer,6,999,0.05,5694.3,3900,1794.3
ORD-2024-00924,2024-10-25,2024-10-27,CUST-0012,PRD-021,R108,Distributor,PayPal,2,289,0,578,240,338
ORD-2024-01022,2024-10-25,2024-10-27,CUST-0226,PRD-021,R105,Online,Credit Card,2,289,0,578,240,338
ORD-2024-01823,2024-10-26,2024-10-28,CUST-0170,PRD-010,R102,In-Store,PayPal,4,799,0,3196,1680,1516
ORD-2024-02639,2024-10-26,2024-10-31,CUST-0173,PRD-007,R102,Distributor,Credit Card,6,129,0,774,330,444
ORD-2024-03129,2024-10-26,2024-10-29,CUST-0225,PRD-005,R108,In-Store,Bank Transfer,6,39,0.05,222.3,90,132.3
ORD-2024-03468,2024-10-26,2024-10-30,CUST-0037,PRD-018,R101,Online,PayPal,2,85,0.05,161.5,80,81.5
ORD-2024-00205,2024-10-27,2024-10-31,CUST-0092,PRD-005,R105,Distributor,Credit Card,3,39,0,117,45,72
ORD-2024-03290,2024-10-27,2024-10-31,CUST-0070,PRD-001,R103,Online,PayPal,5,999,0,4995,3250,1745
ORD-2024-01257,2024-10-28,2024-10-30,CUST-0052,PRD-005,R106,In-Store,Credit Card,3,39,0,117,45,72
ORD-2024-02202,2024-10-28,2024-11-01,CUST-0059,PRD-005,R108,Distributor,Bank Transfer,3,39,0,117,45,72
ORD-2024-02745,2024-10-28,2024-11-01,CUST-0128,PRD-022,R107,Distributor,Credit Card,1,450,0,450,210,240
ORD-2024-03126,2024-10-28,2024-10-30,CUST-0055,PRD-001,R106,Distributor,Bank Transfer,6,999,0.05,5694.3,3900,1794.3
ORD-2024-02579,2024-10-29,2024-10-30,CUST-0006,PRD-022,R103,In-Store,Bank Transfer,1,450,0,450,210,240
ORD-2024-03115,2024-10-29,2024-11-01,CUST-0080,PRD-019,R106,Online,Credit Card,3,175,0,525,225,300
ORD-2024-03440,2024-10-29,2024-11-01,CUST-0232,PRD-017,R108,In-Store,Cash,6,139,0.05,792.3,390,402.3
ORD-2024-00972,2024-10-30,2024-11-02,CUST-0244,PRD-003,R105,Distributor,Credit Card,1,749,0.05,711.55,480,231.55
ORD-2024-01620,2024-10-30,2024-11-02,CUST-0116,PRD-013,R102,Online,Cash,3,28,0.05,79.8,42,37.8
ORD-2024-02215,2024-10-30,2024-11-03,CUST-0140,PRD-020,R106,Distributor,Bank Transfer,6,230,0.2,1104,660,444
ORD-2024-02400,2024-10-30,2024-10-31,CUST-0232,PRD-025,R108,Distributor,Bank Transfer,5,620,0,3100,1450,1650
ORD-2024-03250,2024-10-30,2024-11-01,CUST-0204,PRD-002,R101,In-Store,PayPal,5,1699,0.2,6796,5500,1296
ORD-2024-00007,2024-10-31,2024-11-03,CUST-0002,PRD-007,R101,Distributor,Bank Transfer,5,129,0.2,516,275,241
ORD-2024-00301,2024-10-31,2024-11-03,CUST-0090,PRD-004,R105,Distributor,Bank Transfer,1,2199,0.2,1759.2,1400,359.2
ORD-2024-03051,2024-10-31,2024-11-03,CUST-0144,PRD-005,R105,Online,Bank Transfer,5,39,0.15,165.75,75,90.75
ORD-2024-03446,2024-10-31,2024-11-04,CUST-0153,PRD-021,R102,Distributor,Bank Transfer,4,289,0,1156,480,676
ORD-2024-02051,2024-11-01,2024-11-06,CUST-0167,PRD-002,R103,Distributor,Cash,2,1699,0.05,3228.1,2200,1028.1
ORD-2024-02586,2024-11-01,2024-11-02,CUST-0030,PRD-019,R105,Distributor,Cash,6,175,0,1050,450,600
ORD-2024-03064,2024-11-01,2024-11-05,CUST-0225,PRD-011,R101,Online,Credit Card,6,499,0.15,2544.9,1560,984.9
ORD-2024-00347,2024-11-02,2024-11-04,CUST-0035,PRD-009,R107,Distributor,Credit Card,5,329,0.05,1562.75,900,662.75
ORD-2024-00593,2024-11-02,2024-11-07,CUST-0176,PRD-008,R108,In-Store,Bank Transfer,5,49,0.05,232.75,90,142.75
ORD-2024-02326,2024-11-02,2024-11-03,CUST-0072,PRD-007,R106,Online,Cash,5,129,0.05,612.75,275,337.75
ORD-2024-03394,2024-11-02,2024-11-06,CUST-0213,PRD-024,R104,In-Store,Cash,6,549,0.15,2799.9,1440,1359.9
ORD-2024-00379,2024-11-03,2024-11-07,CUST-0240,PRD-011,R103,In-Store,PayPal,1,499,0.1,449.1,260,189.1
ORD-2024-01602,2024-11-03,2024-11-06,CUST-0209,PRD-012,R108,Distributor,Credit Card,4,199,0,796,360,436
ORD-2024-02025,2024-11-03,2024-11-08,CUST-0042,PRD-016,R101,Online,PayPal,2,24,0,48,18,30
ORD-2024-02641,2024-11-04,2024-11-05,CUST-0148,PRD-015,R101,In-Store,Bank Transfer,2,15,0.2,24,10,14
ORD-2024-03442,2024-11-04,2024-11-06,CUST-0148,PRD-003,R101,Distributor,Credit Card,3,749,0,2247,1440,807
ORD-2024-00584,2024-11-05,2024-11-10,CUST-0020,PRD-010,R103,Online,Bank Transfer,4,799,0.05,3036.2,1680,1356.2
ORD-2024-00598,2024-11-05,2024-11-08,CUST-0180,PRD-008,R107,In-Store,PayPal,1,49,0.15,41.65,18,23.65
ORD-2024-01288,2024-11-05,2024-11-09,CUST-0178,PRD-007,R101,Distributor,Credit Card,1,129,0.2,103.2,55,48.2
ORD-2024-03165,2024-11-05,2024-11-06,CUST-0047,PRD-003,R104,In-Store,Bank Transfer,4,749,0.1,2696.4,1920,776.4
ORD-2024-00308,2024-11-06,2024-11-09,CUST-0237,PRD-022,R104,Online,Credit Card,1,450,0,450,210,240
ORD-2024-00434,2024-11-06,2024-11-08,CUST-0010,PRD-007,R106,Distributor,Cash,5,129,0,645,275,370
ORD-2024-00467,2024-11-06,2024-11-09,CUST-0146,PRD-009,R105,Distributor,Bank Transfer,4,329,0.05,1250.2,720,530.2
ORD-2024-00695,2024-11-06,2024-11-08,CUST-0121,PRD-028,R106,In-Store,PayPal,2,135,0,270,120,150
ORD-2024-01291,2024-11-06,2024-11-07,CUST-0136,PRD-023,R104,Distributor,PayPal,5,149,0.15,633.25,325,308.25
ORD-2024-01449,2024-11-06,2024-11-07,CUST-0082,PRD-001,R104,In-Store,Cash,2,999,0,1998,1300,698
ORD-2024-01615,2024-11-06,2024-11-09,CUST-0049,PRD-024,R105,In-Store,PayPal,6,549,0,3294,1440,1854
ORD-2024-02303,2024-11-07,2024-11-10,CUST-0233,PRD-014,R104,Online,Credit Card,6,22,0.1,118.8,48,70.8
ORD-2024-00003,2024-11-08,2024-11-11,CUST-0074,PRD-016,R102,In-Store,Cash,5,24,0,120,45,75
ORD-2024-02066,2024-11-08,2024-11-13,CUST-0064,PRD-007,R105,In-Store,Credit Card,5,129,0.05,612.75,275,337.75
ORD-2024-02591,2024-11-08,2024-11-12,CUST-0127,PRD-004,R106,Distributor,Credit Card,6,2199,0.05,12534.3,8400,4134.3
ORD-2024-03345,2024-11-08,2024-11-11,CUST-0008,PRD-007,R104,Distributor,PayPal,2,129,0.2,206.4,110,96.4
ORD-2024-00157,2024-11-09,2024-11-11,CUST-0146,PRD-001,R101,Distributor,Bank Transfer,2,999,0.15,1698.3,1300,398.3
ORD-2024-00474,2024-11-09,2024-11-14,CUST-0045,PRD-006,R105,In-Store,Cash,2,89,0,178,70,108
ORD-2024-00881,2024-11-09,2024-11-14,CUST-0045,PRD-003,R101,In-Store,Bank Transfer,3,749,0.05,2134.65,1440,694.65
ORD-2024-00075,2024-11-10,2024-11-11,CUST-0081,PRD-011,R103,Online,PayPal,3,499,0.15,1272.45,780,492.45
ORD-2024-01481,2024-11-10,2024-11-12,CUST-0162,PRD-012,R103,In-Store,Bank Transfer,2,199,0.1,358.2,180,178.2
ORD-2024-02363,2024-11-10,2024-11-14,CUST-0150,PRD-011,R102,In-Store,PayPal,3,499,0.2,1197.6,780,417.6
ORD-2024-00475,2024-11-11,2024-11-15,CUST-0035,PRD-006,R101,Online,Credit Card,1,89,0,89,35,54
ORD-2024-00775,2024-11-11,2024-11-16,CUST-0093,PRD-008,R107,In-Store,Credit Card,1,49,0.15,41.65,18,23.65
ORD-2024-00970,2024-11-11,2024-11-12,CUST-0047,PRD-002,R102,Online,Bank Transfer,4,1699,0.15,5776.6,4400,1376.6
ORD-2024-01890,2024-11-11,2024-11-15,CUST-0100,PRD-027,R103,Online,Bank Transfer,2,260,0.2,416,230,186
ORD-2024-03490,2024-11-11,2024-11-14,CUST-0032,PRD-023,R103,Distributor,Cash,4,149,0.05,566.2,260,306.2
ORD-2024-01261,2024-11-12,2024-11-15,CUST-0118,PRD-012,R105,Distributor,PayPal,2,199,0.2,318.4,180,138.4
ORD-2024-01783,2024-11-12,2024-11-17,CUST-0232,PRD-016,R104,Distributor,Cash,5,24,0.2,96,45,51
ORD-2024-02477,2024-11-12,2024-11-15,CUST-0104,PRD-003,R108,Distributor,Bank Transfer,2,749,0.05,1423.1,960,463.1
ORD-2024-02592,2024-11-12,2024-11-13,CUST-0200,PRD-026,R105,Distributor,Cash,1,210,0,210,95,115
ORD-2024-03038,2024-11-12,2024-11-13,CUST-0059,PRD-014,R101,In-Store,Cash,3,22,0.05,62.7,24,38.7
ORD-2024-00545,2024-11-13,2024-11-18,CUST-0226,PRD-012,R102,In-Store,Cash,5,199,0.05,945.25,450,495.25
ORD-2024-01115,2024-11-13,2024-11-14,CUST-0146,PRD-020,R108,In-Store,Bank Transfer,6,230,0.05,1311,660,651
ORD-2024-01525,2024-11-13,2024-11-18,CUST-0093,PRD-010,R105,In-Store,Credit Card,2,799,0.15,1358.3,840,518.3
ORD-2024-02230,2024-11-13,2024-11-16,CUST-0099,PRD-023,R102,Online,Cash,3,149,0.1,402.3,195,207.3
ORD-2024-00172,2024-11-14,2024-11-16,CUST-0093,PRD-003,R102,Online,Bank Transfer,6,749,0.05,4269.3,2880,1389.3
ORD-2024-01889,2024-11-14,2024-11-18,CUST-0028,PRD-010,R105,Online,Credit Card,2,799,0.15,1358.3,840,518.3
ORD-2024-02281,2024-11-14,2024-11-16,CUST-0081,PRD-020,R106,Distributor,Bank Transfer,6,230,0,1380,660,720
ORD-2024-02325,2024-11-14,2024-11-15,CUST-0184,PRD-026,R103,In-Store,Bank Transfer,1,210,0,210,95,115
ORD-2024-02355,2024-11-14,2024-11-17,CUST-0193,PRD-011,R101,Online,PayPal,2,499,0.05,948.1,520,428.1
ORD-2024-02937,2024-11-14,2024-11-18,CUST-0248,PRD-025,R106,Distributor,PayPal,6,620,0,3720,1740,1980
ORD-2024-02690,2024-11-15,2024-11-17,CUST-0051,PRD-024,R108,Distributor,Bank Transfer,3,549,0.05,1564.65,720,844.65
ORD-2024-03357,2024-11-15,2024-11-19,CUST-0150,PRD-027,R107,In-Store,Credit Card,6,260,0,1560,690,870
ORD-2024-00863,2024-11-16,2024-11-19,CUST-0214,PRD-025,R101,Online,Credit Card,3,620,0.2,1488,870,618
ORD-2024-02267,2024-11-16,2024-11-18,CUST-0053,PRD-013,R105,In-Store,Bank Transfer,5,28,0,140,70,70
ORD-2024-02944,2024-11-16,2024-11-21,CUST-0156,PRD-008,R101,In-Store,Credit Card,5,49,0,245,90,155
ORD-2024-01127,2024-11-17,2024-11-21,CUST-0079,PRD-024,R102,Distributor,Credit Card,3,549,0,1647,720,927
ORD-2024-01994,2024-11-17,2024-11-21,CUST-0241,PRD-012,R106,Online,Credit Card,6,199,0.1,1074.6,540,534.6
ORD-2024-02550,2024-11-17,2024-11-21,CUST-0141,PRD-002,R103,Distributor,Credit Card,4,1699,0,6796,4400,2396
ORD-2024-02854,2024-11-17,2024-11-18,CUST-0028,PRD-026,R108,In-Store,PayPal,6,210,0,1260,570,690
ORD-2024-01374,2024-11-18,2024-11-21,CUST-0205,PRD-023,R102,In-Store,PayPal,3,149,0,447,195,252
ORD-2024-00544,2024-11-19,2024-11-21,CUST-0071,PRD-013,R106,In-Store,PayPal,5,28,0.05,133,70,63
ORD-2024-03248,2024-11-19,2024-11-20,CUST-0143,PRD-010,R101,Distributor,Credit Card,3,799,0.05,2277.15,1260,1017.15
ORD-2024-00392,2024-11-20,2024-11-23,CUST-0040,PRD-022,R107,Distributor,Credit Card,5,450,0.1,2025,1050,975
ORD-2024-01055,2024-11-20,2024-11-24,CUST-0058,PRD-018,R104,Distributor,Cash,5,85,0.2,340,200,140
ORD-2024-02601,2024-11-20,2024-11-23,CUST-0021,PRD-003,R101,In-Store,Bank Transfer,4,749,0,2996,1920,1076
ORD-2024-02511,2024-11-21,2024-11-23,CUST-0131,PRD-019,R102,In-Store,Bank Transfer,2,175,0,350,150,200
ORD-2024-00639,2024-11-22,2024-11-23,CUST-0170,PRD-013,R103,Distributor,PayPal,1,28,0,28,14,14
ORD-2024-02043,2024-11-22,2024-11-25,CUST-0126,PRD-008,R108,Distributor,Credit Card,4,49,0,196,72,124
ORD-2024-02840,2024-11-22,2024-11-25,CUST-0137,PRD-024,R104,Distributor,Cash,2,549,0.1,988.2,480,508.2
ORD-2024-00238,2024-11-24,2024-11-29,CUST-0181,PRD-026,R102,Distributor,PayPal,1,210,0.15,178.5,95,83.5
ORD-2024-00417,2024-11-24,2024-11-28,CUST-0129,PRD-014,R105,Online,Credit Card,1,22,0.05,20.9,8,12.9
ORD-2024-01444,2024-11-25,2024-11-26,CUST-0089,PRD-012,R102,In-Store,PayPal,5,199,0,995,450,545
ORD-2024-02468,2024-11-25,2024-11-27,CUST-0230,PRD-012,R103,In-Store,Credit Card,6,199,0.15,1014.9,540,474.9
ORD-2024-03010,2024-11-25,2024-11-28,CUST-0073,PRD-003,R102,Distributor,PayPal,2,749,0.05,1423.1,960,463.1
ORD-2024-00602,2024-11-26,2024-11-29,CUST-0172,PRD-021,R105,In-Store,Bank Transfer,5,289,0,1445,600,845
ORD-2024-01804,2024-11-26,2024-11-28,CUST-0150,PRD-009,R103,Online,PayPal,6,329,0.1,1776.6,1080,696.6
ORD-2024-01833,2024-11-26,2024-11-27,CUST-0053,PRD-004,R102,Online,PayPal,5,2199,0.15,9345.75,7000,2345.75
ORD-2024-02059,2024-11-26,2024-12-01,CUST-0160,PRD-019,R102,In-Store,PayPal,3,175,0.15,446.25,225,221.25
ORD-2024-00069,2024-11-27,2024-12-02,CUST-0027,PRD-018,R104,Distributor,Bank Transfer,3,85,0,255,120,135
ORD-2024-00616,2024-11-27,2024-11-28,CUST-0147,PRD-017,R102,In-Store,PayPal,5,139,0.15,590.75,325,265.75
ORD-2024-02349,2024-11-27,2024-11-30,CUST-0181,PRD-018,R103,Distributor,Bank Transfer,3,85,0.15,216.75,120,96.75
ORD-2024-00260,2024-11-28,2024-12-02,CUST-0123,PRD-007,R107,Distributor,Bank Transfer,3,129,0.1,348.3,165,183.3
ORD-2024-01145,2024-11-28,2024-12-01,CUST-0244,PRD-008,R102,Online,Cash,3,49,0.2,117.6,54,63.6
ORD-2024-01700,2024-11-28,2024-12-03,CUST-0180,PRD-010,R103,Distributor,Bank Transfer,6,799,0,4794,2520,2274
ORD-2024-02019,2024-11-28,2024-11-30,CUST-0077,PRD-005,R106,In-Store,Credit Card,6,39,0,234,90,144
ORD-2024-03196,2024-11-28,2024-12-01,CUST-0129,PRD-019,R104,In-Store,PayPal,1,175,0,175,75,100
ORD-2024-01591,2024-11-29,2024-12-04,CUST-0165,PRD-015,R108,Online,PayPal,4,15,0.2,48,20,28
ORD-2024-00126,2024-11-30,2024-12-02,CUST-0133,PRD-014,R107,Distributor,PayPal,2,22,0.05,41.8,16,25.8
ORD-2024-01219,2024-11-30,2024-12-03,CUST-0067,PRD-021,R103,Online,Bank Transfer,3,289,0.1,780.3,360,420.3
ORD-2024-01778,2024-11-30,2024-12-02,CUST-0144,PRD-023,R108,Online,Bank Transfer,5,149,0.2,596,325,271
ORD-2024-03324,2024-11-30,2024-12-05,CUST-0023,PRD-027,R105,Online,Bank Transfer,6,260,0.05,1482,690,792
